date,transported_people
01.01.2019,1039329
16.01.2019,1440621
01.02.2019,1062229
14.02.2019,1249717
01.03.2019,1217307
16.03.2019,1252886
01.04.2019,1152907
16.04.2019,1130200
01.05.2019,1319510
16.05.2019,1190457
01.06.2019,1037265
16.06.2019,972201
01.07.2019,1048021
16.07.2019,1021241
01.08.2019,1081362
16.08.2019,1238419
01.09.2019,1128948
16.09.2019,1150094
01.10.2019,1192206
16.10.2019,1348143
01.11.2019,1276262
16.11.2019,1246533
01.12.2019,1324325
16.12.2019,1163389
